 Sistema de Informação de Atenção Básica - Situação de Saneamento - Brasil
Nº FamíliasAb água-rede públAb água-poço/nasc.Ab água-outrosLixo-coletadoLixo-queim/enterrLixo-céu abertoFez.Urina-esgotoFez.Urina-fossaFez.Urina-céu abTip.Casa TijoloTip.Casa TaipaRevTip.Casa TaipaÑRevTip.Casa MadeiraTip.Casa Mat.AprovTip.Casa OutrosTrat.Água FiltradaTrat.Água FervidaTrat.Água CloradaTrat.Água s/Trat.Energia ElétricaFam.Benef. do PBFFam. com CADÚnico por Município
Período:Dez/2011
"Município";"Nº_Famílias";"Ab_água-rede_públ";"Ab_água-poço/nasc.";"Ab_água-outros";"Lixo-coletado";"Lixo-queim/enterr";"Lixo-céu_aberto";"Fez.Urina-esgoto";"Fez.Urina-fossa";"Fez.Urina-céu_ab";"Tip.Casa_Tijolo";"Tip.Casa_TaipaRev";"Tip.Casa_TaipaÑRev";"Tip.Casa_Madeira";"Tip.Casa_Mat.Aprov";"Tip.Casa_Outros";"Trat.Água_Filtrada";"Trat.Água_Fervida";"Trat.Água_Clorada";"Trat.Água_s/Trat.";"Energia_Elétrica";"Fam.Benef._do_PBF";"Fam._com_CADÚnico"
"421480 RIO DO SUL";16863;14572;2261;29;16296;539;27;2145;14303;414;9333;21;19;3712;68;3709;5189;523;1246;9904;16779;-;-
"421490 RIO FORTUNA";1342;533;803;6;603;668;71;2;1111;229;967;-;1;242;6;126;31;-;63;1248;1312;44;45
"421500 RIO NEGRINHO";6230;6209;17;4;6204;23;3;680;5502;48;3452;3;6;2323;12;434;59;10;119;6042;6208;-;-
"421505 RIO RUFINO";835;307;454;74;541;278;16;60;481;294;270;2;-;473;16;74;34;4;5;792;813;-;-
"421507 RIQUEZA";1516;720;740;56;699;779;38;34;1420;62;532;9;1;584;5;385;48;8;354;1106;1485;-;-
"421510 RODEIO";1233;610;621;2;1118;105;10;79;1090;64;680;-;1;375;11;166;88;8;114;1023;1232;-;-
"421520 ROMELANDIA";583;242;330;11;302;265;16;-;551;32;232;-;-;330;1;20;70;12;8;493;561;-;-
"421530 SALETE";2275;1440;834;1;1654;617;4;101;2046;128;1114;-;1;1081;10;69;94;9;5;2167;2269;-;-
"421535 SALTINHO";1255;507;691;57;432;749;74;9;1160;86;341;4;-;872;13;25;52;7;407;789;1199;-;-
"421540 SALTO VELOSO";1371;1110;258;3;1139;229;3;25;1341;5;764;-;-;583;1;23;22;9;813;527;1358;-;-
"421545 SANGAO";3223;1159;2054;10;2560;586;77;116;683;2424;1896;4;1;1059;39;224;314;12;107;2790;3217;-;-
"421550 SANTA CECILIA";2322;2249;67;6;2289;14;19;1719;143;460;413;3;-;1838;5;63;55;29;717;1521;2310;-;-
"421555 SANTA HELENA";751;462;286;3;343;400;8;2;742;7;342;-;-;319;1;89;112;8;44;587;747;-;-
"421560 SANTA ROSA DE LIMA";576;145;429;2;192;375;9;2;431;143;357;-;-;153;2;64;11;-;145;420;575;-;-
"421565 SANTA ROSA DO SUL";2658;2150;364;144;2467;176;15;649;1920;89;1333;10;5;1007;16;287;53;18;66;2521;2642;2;7
"421567 SANTA TEREZINHA";2412;366;2046;-;777;1624;11;1;2377;34;1013;-;-;1395;-;4;4;2;365;2041;2386;-;-
"421568 SANTA TEREZINHA DO PROGRESSO";876;220;655;1;192;665;19;-;851;25;130;-;-;744;1;1;20;6;214;636;867;-;-
"421569 SANTIAGO DO SUL";435;185;249;1;234;200;1;8;421;6;73;1;-;357;2;2;4;4;158;269;412;-;-
"421570 SANTO AMARO DA IMPERATRIZ";6386;5318;1050;18;6104;274;8;1649;4321;416;4932;21;8;1162;22;241;844;53;2413;3076;6361;-;-
"421575 SAO BERNARDINO";805;108;692;5;178;562;65;-;733;72;132;-;-;662;8;3;28;18;77;682;757;-;-
"421580 SAO BENTO DO SUL";12953;12547;368;38;12884;66;3;3030;9867;56;8706;1;1;4104;12;129;1109;312;62;11470;12973;-;-
"421590 SAO BONIFACIO";1007;212;795;-;844;159;4;-;718;289;678;-;-;328;1;-;6;-;212;789;1006;-;-
"421600 SAO CARLOS";3076;2351;724;1;2151;895;30;22;3035;19;1722;1;3;1338;6;6;496;5;1667;908;3065;-;-
"421605 SAO CRISTOVAO DO SUL";1318;1108;204;6;1126;174;18;275;610;433;304;4;8;990;5;7;20;13;315;970;1290;-;-
"421610 SAO DOMINGOS";2919;2031;882;6;2065;823;31;21;2861;37;1569;46;31;1208;12;53;409;24;119;2367;2894;-;-
"421620 SAO FRANCISCO DO SUL";7254;5619;1617;18;7205;39;10;147;6943;164;4998;20;-;2149;33;54;684;97;363;6110;7225;-;-
"421625 SAO JOAO DO OESTE";1931;821;1109;1;853;1068;10;-;1913;18;1142;-;-;782;1;6;950;6;54;921;1923;-;-
"421630 SAO JOAO BATISTA";7479;6455;831;193;6238;468;773;1440;5361;678;4946;7;6;2460;23;37;1410;71;1354;4644;7461;-;-
"421635 SAO JOAO DO ITAPERIU";1010;277;731;2;912;90;8;22;858;130;481;1;-;489;3;36;80;9;198;723;1006;-;-
"421640 SAO JOAO DO SUL";2416;406;2000;10;2172;236;8;30;2365;21;1005;-;-;390;1;1020;43;2;311;2060;2404;-;-
"421650 SAO JOAQUIM";4854;4550;270;34;4643;177;34;898;3087;869;1968;16;12;2703;59;96;235;29;769;3821;4811;-;-
"421660 SAO JOSE";53150;51830;1255;65;52855;210;85;23901;27090;2159;46133;65;33;6418;134;367;25505;808;8670;18167;51724;-;-
"421670 SAO JOSE DO CEDRO";4460;3134;1199;127;2814;1614;32;28;4391;41;2410;4;1;1997;15;33;461;55;102;3842;4441;58;55
"421680 SAO JOSE DO CERRITO";2642;361;2241;40;462;2066;114;14;2250;378;236;3;7;2239;29;128;34;23;389;2196;2544;-;-
"421690 SAO LOURENCO DO OESTE";5366;3906;1458;2;3993;1324;49;73;5152;141;2735;-;1;2467;8;155;1058;37;82;4189;5343;-;-
"421700 SAO LUDGERO";3451;2802;645;4;2888;555;8;2759;593;99;1878;8;10;1513;12;30;108;1;2683;659;3439;-;-
"421710 SAO MARTINHO";1000;99;671;230;627;336;37;20;822;158;298;350;30;128;20;174;34;12;240;714;995;-;-
"421715 SAO MIGUEL DA BOA VISTA";607;400;207;-;143;375;89;2;591;14;163;6;6;426;6;-;6;5;104;492;583;-;-
"421720 SAO MIGUEL DO OESTE";9545;6832;2646;67;8104;1319;122;1142;8193;210;5179;137;53;3046;87;1043;1067;289;2800;5389;9382;-;-
"421725 SAO PEDRO DE ALCANTARA";1233;679;547;7;1046;169;18;46;713;474;944;2;-;277;4;6;155;22;14;1042;1229;-;-
"421730 SAUDADES";2686;1664;1021;1;2548;130;8;5;2671;10;1317;41;38;1266;22;2;472;12;1364;838;2681;-;-
"421740 SCHROEDER";4747;3316;1411;20;4727;18;2;1461;3188;98;3513;-;-;1229;4;1;806;79;164;3698;4749;-;-
"421750 SEARA";5725;3826;1861;38;4434;1224;67;333;5270;122;2744;32;9;2871;20;49;818;56;178;4673;5681;-;-
"421755 SERRA ALTA";1019;680;339;-;600;388;31;40;974;5;579;1;3;436;-;-;33;5;7;974;1010;-;-
"421760 SIDEROPOLIS";3792;2798;972;22;3391;339;62;677;2189;926;1844;1;-;1871;16;60;1028;27;355;2382;3782;-;-
"421770 SOMBRIO";6589;1182;3187;2220;5880;682;27;241;6220;128;4264;17;10;1911;129;258;521;94;823;5151;6574;-;-
"421775 SUL BRASIL";859;426;432;1;299;551;9;14;837;8;266;-;5;579;9;-;24;8;174;653;845;-;-
"421780 TAIO";5324;2485;2817;22;4002;1294;28;780;4330;214;2219;2;11;2105;60;927;697;122;893;3612;5247;-;-
"421790 TANGARA";2853;1645;1206;2;1653;1121;79;-;2588;265;1324;-;-;1527;2;-;120;10;28;2695;2847;-;-
"421795 TIGRINHOS";617;-;616;1;227;386;4;-;615;2;229;2;-;384;2;-;-;-;596;21;610;-;-
"421800 TIJUCAS";9292;8637;620;35;9090;183;19;4267;4623;402;6696;28;2;2394;64;108;3767;49;2593;2883;9267;-;-
"421810 TIMBE DO SUL";1681;1045;607;29;948;613;120;209;1293;179;691;6;6;841;11;126;197;9;825;650;1669;-;-
"421820 TIMBO";12171;10636;1503;32;12121;46;4;726;11405;40;10258;-;-;1727;12;174;3341;129;428;8273;12174;-;-
"421825 TIMBO GRANDE";1963;1159;800;4;1262;645;56;8;1742;213;239;1;1;1694;24;4;4;2;130;1827;1745;-;-
"421830 TRES BARRAS";5396;4713;662;21;4931;451;14;77;4943;376;2498;-;-;2898;-;-;373;56;133;4834;5312;-;-
"421835 TREVISO";1135;731;404;-;1114;19;2;3;954;178;423;-;-;700;-;12;133;1;540;461;1135;-;-
"421840 TREZE DE MAIO";2106;719;1380;7;1352;734;20;31;2025;50;831;39;7;1049;12;168;192;4;635;1275;2059;-;-
"421850 TREZE TILIAS";2337;1797;539;1;1853;484;-;818;1515;4;1761;-;-;572;-;4;162;6;201;1968;2326;-;-
"421860 TROMBUDO CENTRAL";2274;1450;821;3;2140;124;10;98;1996;180;1141;-;1;886;8;238;258;43;139;1834;2264;-;-
"421870 TUBARAO";25841;24459;1342;40;25548;255;38;5176;20579;86;13534;74;96;8615;95;3427;1377;23;6531;17910;25746;-;-
"421875 TUNAPOLIS";1459;749;706;4;677;753;29;28;1411;20;724;-;2;660;7;66;370;3;89;997;1442;-;-
"421880 TURVO";5084;2448;2449;187;3781;1088;215;1616;3361;107;2557;3;9;2431;6;78;924;130;799;3231;5045;-;-
"421885 UNIAO DO OESTE";1092;454;630;8;414;657;21;9;1067;16;397;-;4;690;1;-;32;-;23;1037;1073;-;-
"421890 URUBICI";3131;2079;951;101;2501;491;139;325;2226;580;882;15;8;2060;28;138;430;55;129;2517;3089;-;-
"421895 URUPEMA";765;325;437;3;259;217;289;22;334;409;256;2;2;409;-;96;13;2;59;691;748;-;-
"421900 URUSSANGA";6241;4907;1312;22;5519;659;63;2000;2717;1524;2947;3;5;1706;128;1452;1010;69;1179;3983;6193;-;-
"421910 VARGEAO";1103;586;516;1;672;417;14;31;1065;7;548;-;-;481;4;70;48;13;16;1026;1086;-;-
"421915 VARGEM";901;231;668;2;215;641;45;7;837;57;94;2;-;795;4;6;4;2;240;655;882;-;-
"421917 VARGEM BONITA";1408;1009;396;3;1054;345;9;240;1145;23;774;4;4;618;-;8;124;35;13;1236;1386;-;-
"421920 VIDAL RAMOS";1855;583;1244;28;912;893;50;29;1501;325;757;-;-;975;2;121;32;2;575;1246;1852;-;-
"421930 VIDEIRA";6433;6376;43;14;6413;5;15;2524;2213;1696;3875;28;29;2099;77;325;380;23;727;5303;6383;-;-
"421935 VITOR MEIRELES";1398;531;863;4;781;500;117;27;1155;216;606;1;-;791;-;-;172;5;321;900;1397;-;-
"421940 WITMARSUM";1145;297;845;3;1033;109;3;9;1044;92;502;-;1;637;2;3;14;4;27;1100;1143;-;-
"421950 XANXERE";11321;7542;3340;439;10805;486;30;1607;9380;334;7482;1;-;2954;198;686;556;214;1610;8941;11243;-;-
"421960 XAVANTINA";1204;420;762;22;713;429;62;89;934;181;583;4;2;571;39;5;185;11;94;914;1192;-;-
"421970 XAXIM";8526;6574;1942;10;7152;1361;13;64;7932;530;5529;-;3;2985;9;-;940;88;207;7291;8507;-;-
"421985 ZORTEA";1048;857;191;-;905;134;9;7;1033;8;495;4;4;542;2;1;50;11;374;613;1017;-;-
"430003 ACEGUA";1374;388;669;317;458;894;22;2;1163;209;1031;6;4;314;7;12;144;78;96;1056;1323;-;-
"430005 AGUA SANTA";964;245;716;3;312;607;45;20;770;174;386;2;3;567;3;3;20;4;2;938;927;-;-
"430020 AJURICABA";2466;2113;336;17;1474;955;37;5;2418;43;1303;1;-;1158;2;2;44;14;11;2397;2442;-;-
"430030 ALECRIM";2512;901;1608;3;952;1504;56;5;2439;68;727;-;-;1783;2;-;40;-;2;2470;2406;-;-
"430040 ALEGRETE";7968;7807;27;134;7303;148;517;570;1979;5419;5648;15;18;1697;87;503;441;169;2005;5353;7513;-;-
"430045 ALEGRIA";1480;1202;276;2;604;789;87;13;1325;142;526;3;-;844;14;93;1;-;770;709;1468;-;-
"430047 ALMIRANTE TAMANDARE DO SUL";690;3;685;2;299;391;-;3;687;-;265;2;2;413;1;7;3;2;275;410;685;-;-
"430050 ALPESTRE";1999;911;1078;10;677;1147;175;265;1519;215;558;5;3;1425;2;6;94;22;216;1667;1945;-;-
"430055 ALTO ALEGRE";591;230;351;10;228;305;58;3;554;34;226;3;1;358;2;1;1;2;99;489;570;-;-
"430057 ALTO FELIZ";984;572;408;4;836;125;23;1;951;32;816;3;2;161;-;2;39;-;-;945;979;-;-
"430060 ALVORADA";25950;25699;116;135;25531;138;281;24179;972;799;16425;83;111;6307;395;2629;4041;656;3337;17916;25313;-;-
"430063 AMARAL FERRADOR";1830;1049;771;10;715;960;155;52;1510;268;1741;4;4;72;9;-;11;10;533;1276;1779;-;-
"430066 ANDRE DA ROCHA";364;-;364;-;275;87;2;-;361;3;112;-;1;251;-;-;2;-;-;362;359;-;-
"430070 ANTA GORDA";1953;908;993;52;1248;694;11;332;1527;94;1189;6;2;688;59;9;310;37;687;919;1939;-;-
"430080 ANTONIO PRADO";3657;3404;245;8;3632;24;1;3348;293;16;2674;35;12;615;7;314;30;2;1281;2344;3654;-;-
"430085 ARAMBARE";1300;1171;128;1;1247;51;2;25;1240;35;1185;6;1;86;16;6;24;5;1157;114;1289;-;-
"430087 ARARICA";2098;6;1974;118;2080;12;6;213;1721;164;1054;20;7;891;10;116;7;27;2;2062;1986;-;-
"430090 ARATIBA";2065;1071;987;7;1475;568;22;685;1340;40;614;-;-;845;21;585;53;7;11;1994;2053;-;-
"430100 ARROIO DO MEIO";4146;3651;489;6;4141;4;1;160;3982;4;3459;4;2;433;4;244;451;97;501;3097;4134;-;-
"430107 ARROIO DO PADRE";727;57;667;3;127;579;21;4;613;110;688;-;1;37;1;-;17;9;59;642;713;-;-
"430110 ARROIO DOS RATOS";5228;4909;276;43;4964;241;23;2318;2737;173;3951;2;2;875;60;338;311;38;1481;3398;4994;-;-
"430120 ARROIO DO TIGRE";3497;2564;863;70;1656;1750;91;5;3285;207;1460;16;7;945;7;1062;310;61;119;3007;3479;-;-
"430150 AUGUSTO PESTANA";2467;2332;98;37;1350;1063;54;28;2356;83;895;3;1;1533;14;21;17;5;1;2444;2427;-;-
"430155 AUREA";1218;515;680;23;996;208;14;13;1069;136;654;-;4;559;1;-;3;2;223;990;1198;-;-
"430160 BAGE";20406;19672;598;136;19603;697;106;11570;3460;5376;18938;83;33;1118;141;93;6638;925;2216;10627;20004;-;-
"430163 BALNEARIO PINHAL";4382;2445;1913;24;4345;34;3;9;4348;25;3459;7;10;801;41;64;122;38;2365;1857;4292;-;-
"430165 BARAO";1162;738;405;19;1058;103;1;64;1095;3;667;2;1;379;2;111;126;6;683;347;1142;-;-
"430170 BARAO DE COTEGIPE";1982;1196;769;17;1193;755;34;378;1489;115;1274;3;1;667;3;34;53;20;8;1901;1974;-;-
"430175 BARAO DO TRIUNFO";495;2;487;6;125;273;97;3;328;164;468;2;2;15;3;5;12;8;1;474;464;-;-
"430180 BARRACAO";1428;849;577;2;987;431;10;63;1306;59;832;1;1;594;-;-;19;6;851;552;1422;-;-
"430185 BARRA DO GUARITA";986;677;309;-;524;443;19;1;900;85;228;10;-;606;11;131;57;26;5;898;947;-;-
"430187 BARRA DO QUARAI";730;725;1;4;727;2;1;621;107;2;466;2;-;210;2;50;48;21;1;660;725;-;-
"430192 BARRA DO RIO AZUL";615;192;414;9;145;418;52;36;517;62;153;2;-;268;40;152;8;-;19;588;609;-;-
"430195 BARRA FUNDA";729;709;20;-;712;17;-;1;725;3;396;-;-;330;1;2;-;-;-;729;726;-;-
"430200 BARROS CASSAL";2697;1095;1592;10;1211;1278;208;599;1414;684;641;1;4;2008;33;10;82;45;522;2048;2590;-;-
"430205 BENJAMIN CONSTANT DO SUL";441;133;307;1;168;269;4;1;423;17;204;1;1;227;7;1;1;8;144;288;420;-;-
"430210 BENTO GONCALVES";9963;9172;758;33;9674;265;24;7270;2282;411;7300;7;8;2087;106;455;1962;282;717;7002;9729;-;-
"430215 BOA VISTA DAS MISSOES";667;612;55;-;359;299;9;2;641;24;343;-;-;314;-;10;3;-;3;661;657;-;-
"430220 BOA VISTA DO BURICA";2343;1599;739;5;1713;593;37;28;2275;40;1403;-;-;936;4;-;226;14;12;2091;2326;-;-
"430222 BOA VISTA DO CADEADO";854;322;488;44;190;651;13;6;821;27;406;10;2;425;9;2;22;2;193;637;839;-;-
"430223 BOA VISTA DO INCRA";663;274;389;-;170;486;7;1;656;6;305;-;3;341;3;11;4;4;4;651;644;-;-
"430230 BOM JESUS";2686;2174;498;14;2329;237;120;1827;318;541;738;6;7;1846;58;31;132;68;46;2440;2603;1;-
"430235 BOM PRINCIPIO";3924;3182;733;9;3814;106;4;31;3881;12;3384;15;1;459;30;35;66;13;1472;2373;3911;24;12
"430237 BOM PROGRESSO";706;368;334;4;486;216;4;12;683;11;147;98;2;453;3;3;31;6;15;654;698;-;-
"430240 BOM RETIRO DO SUL";1517;1061;426;30;1326;168;23;112;1331;74;737;1;2;678;5;94;187;19;105;1206;1505;-;-
"430245 BOQUEIRAO DO LEAO";3177;1107;2063;7;903;2122;152;23;2770;384;644;44;21;1855;29;584;261;54;780;2082;3154;-;-
"430250 BOSSOROCA";2517;1939;568;10;1277;1202;38;13;2416;88;1972;4;4;484;4;49;15;13;18;2471;2424;-;-
"430258 BOZANO";715;513;181;21;296;198;221;1;680;34;280;-;2;433;-;-;6;2;3;704;712;-;-
"430260 BRAGA";1238;686;547;5;749;432;57;14;1208;16;340;85;8;798;6;1;15;4;297;922;1218;-;-
"430265 BROCHIER";1021;727;277;17;764;235;22;33;875;113;539;18;-;447;6;11;14;2;15;990;1008;-;-
"430280 CACAPAVA DO SUL";9312;6854;2313;145;7147;1960;205;2993;5973;346;8774;8;3;440;53;34;221;154;523;8414;9019;80;79
"430290 CACEQUI";3644;3359;275;10;3170;460;14;277;3245;122;1945;7;1;1016;24;651;26;9;3;3606;3600;-;-
"430300 CACHOEIRA DO SUL";11422;9014;2223;185;9223;1715;484;1522;8287;1613;7570;33;17;2711;84;1007;265;215;603;10339;10899;-;3
"430310 CACHOEIRINHA";7096;6195;861;40;7057;29;10;6705;310;81;4808;13;7;2033;55;180;475;134;298;6189;7022;-;-
"430320 CACIQUE DOBLE";1334;564;756;14;653;633;48;433;739;162;819;2;2;508;1;2;35;-;14;1285;1286;-;-
"430330 CAIBATE";1716;1655;56;5;1061;589;66;33;1645;38;824;-;-;888;3;1;40;-;2;1674;1700;-;-
"430350 CAMAQUA";10177;7429;2649;99;7550;2018;609;7021;2168;988;8920;185;41;770;104;157;618;128;567;8864;9770;-;-
"430355 CAMARGO";868;829;38;1;838;13;17;17;823;28;442;1;-;425;-;-;139;-;1;728;855;-;-
"430360 CAMBARA DO SUL";2349;1554;788;7;2218;105;26;1091;1082;176;618;19;7;1668;24;13;43;38;84;2184;2301;-;-
"430367 CAMPESTRE DA SERRA";1127;364;758;5;833;233;61;213;539;375;560;-;2;565;-;-;25;20;106;976;1107;-;-
"430370 CAMPINA DAS MISSOES";2085;1867;218;-;1457;618;10;727;1314;44;1130;26;3;781;7;138;556;9;77;1443;2062;-;-
"430380 CAMPINAS DO SUL";1948;1511;423;14;1625;302;21;651;1220;77;1400;3;5;508;17;15;56;16;146;1730;1934;-;-
"430390 CAMPO BOM";9996;8153;1765;78;9930;59;7;7966;1798;232;5225;32;14;3450;47;1228;597;141;317;8941;9902;-;-
"430400 CAMPO NOVO";1845;1652;190;3;1597;202;46;2;1778;65;833;6;-;1001;4;1;37;3;-;1805;1818;-;-
"430410 CAMPOS BORGES";1226;1191;30;5;775;356;95;6;1109;111;508;-;1;713;3;1;15;17;15;1179;1194;-;-
"430420 CANDELARIA";4388;2616;1740;32;2734;1494;160;1792;1976;620;2088;4;13;2034;13;236;193;67;78;4050;4287;-;-
"430430 CANDIDO GODOI";2127;1880;240;7;781;1238;108;62;1929;136;1131;2;5;945;12;32;229;35;339;1524;2065;3;3
"430435 CANDIOTA";2857;2194;625;38;2173;569;115;2198;436;223;2094;8;12;651;32;60;304;123;1855;575;2560;-;-
"430440 CANELA";6421;6290;108;23;6319;55;47;3722;2307;392;1708;27;25;4137;179;345;571;363;61;5426;6382;176;129
"430450 CANGUCU";3926;3103;814;9;3263;642;21;2596;1167;163;3831;2;-;86;5;2;47;59;22;3798;3869;-;-
"430460 CANOAS";8252;8220;20;12;8192;23;37;7493;312;447;5404;7;20;1911;36;874;1899;107;106;6140;8157;-;-
"430461 CANUDOS DO VALE";621;293;326;2;411;164;46;1;493;127;262;-;2;355;-;2;25;4;-;592;618;-;-
"430463 CAPAO DA CANOA";1358;1322;33;3;1311;25;22;16;1288;54;976;7;5;350;14;6;142;17;1179;20;1338;-;-
"430465 CAPAO DO CIPO";985;325;652;8;221;730;34;9;952;24;742;1;1;221;17;3;13;6;121;845;963;-;-
"430467 CAPIVARI DO SUL";1244;788;454;2;1079;156;9;184;1044;16;625;14;13;575;4;13;126;25;215;878;1179;-;-
"430468 CAPELA DE SANTANA";3543;927;2589;27;3443;96;4;1667;1801;75;2100;7;16;1366;9;45;202;70;460;2811;3503;-;-
"430469 CAPITAO";887;723;143;21;626;256;5;18;847;22;495;3;5;308;67;9;20;41;35;791;881;-;-
"430470 CARAZINHO";13858;13396;339;123;13518;264;76;223;13050;585;6518;15;10;6365;132;818;882;528;565;11883;13711;-;-
"430471 CARAA";2966;790;1693;483;2461;402;103;42;2781;143;730;12;7;2099;11;107;41;34;135;2756;2856;-;-
"430480 CARLOS BARBOSA";567;539;28;-;557;8;2;221;338;8;353;2;1;207;4;-;12;5;530;20;566;-;-
"430485 CARLOS GOMES";526;272;253;1;138;323;65;12;446;68;157;-;1;323;-;45;2;-;8;516;520;-;-
"430490 CASCA";2474;1486;238;750;1598;727;149;33;2297;144;1616;4;1;821;4;28;116;38;52;2268;2452;-;-
"430500 CATUIPE";3140;2873;263;4;2020;1089;31;151;2862;127;1468;5;9;1632;13;13;15;4;274;2847;3089;-;-
"430510 CAXIAS DO SUL";33037;30087;2810;140;31938;877;222;26722;4968;1347;20347;-;-;10292;128;2270;6540;920;2166;23411;32968;-;-
"430511 CENTENARIO";999;801;196;2;779;196;24;8;875;116;428;2;-;426;5;138;5;13;147;834;974;-;-
"430513 CERRO BRANCO";1676;1069;601;6;1111;426;139;14;1483;179;679;7;-;870;27;93;36;9;79;1552;1598;-;-
"430515 CERRO GRANDE";806;786;17;3;270;527;9;7;775;24;287;1;1;498;1;18;164;-;2;640;802;-;-
"430517 CERRO GRANDE DO SUL";1460;192;1252;16;559;650;251;13;1035;412;1323;8;2;123;1;3;10;3;164;1283;1424;-;-
"430520 CERRO LARGO";4942;4682;244;16;4522;397;23;1814;2932;196;3219;59;16;1410;68;170;513;3;557;3869;4887;38;23
"430530 CHAPADA";3198;2836;357;5;2016;1160;22;5;3116;77;1494;-;1;1699;1;3;236;70;4;2888;3192;-;-
"430535 CHARQUEADAS";8720;8546;127;43;8598;112;6;6768;1832;116;7302;17;5;926;44;422;815;83;260;7558;8512;-;-
"430537 CHARRUA";1040;220;798;22;308;607;125;27;786;227;276;2;3;623;44;92;37;4;100;899;840;-;-
"430540 CHIAPETTA";1159;882;277;-;692;444;23;9;1081;69;692;6;-;451;2;8;17;-;265;877;1147;-;-
"430545 CIDREIRA";4057;3824;193;40;4055;2;-;79;3952;26;3237;6;4;453;137;220;207;43;873;2934;4032;-;-
"430550 CIRIACO";1569;1035;530;4;976;533;60;168;1241;160;659;17;1;875;16;1;2;1;335;1231;1534;-;-
"430558 COLINAS";849;716;39;94;778;63;8;-;843;6;603;-;-;101;2;143;23;1;3;822;847;-;-
"430560 COLORADO";1222;606;610;6;728;479;15;3;1191;28;560;1;6;640;-;15;37;1;17;1167;1208;-;-
"430570 CONDOR";2895;2435;453;7;2295;569;31;33;2799;63;1401;301;25;916;4;248;45;43;20;2787;2868;-;-
"430580 CONSTANTINA";2819;2135;608;76;1987;781;51;66;2661;92;1647;108;5;907;11;141;177;15;1084;1543;2780;-;-
"430583 COQUEIRO BAIXO";538;238;298;2;253;280;5;1;479;58;174;-;-;303;2;59;18;-;1;519;533;8;7
"430585 COQUEIROS DO SUL";862;598;260;4;343;481;38;2;814;46;303;-;1;538;5;15;12;2;417;431;854;-;-
"430587 CORONEL BARROS";826;646;175;5;399;424;3;2;797;27;439;-;-;384;2;1;3;3;1;819;820;-;-
"430590 CORONEL BICACO";2398;1774;619;5;1443;903;52;14;2351;33;1071;3;6;1295;15;8;18;6;294;2080;2224;-;-
"430595 COTIPORA";1247;745;500;2;1020;213;14;430;791;26;830;1;1;410;1;4;129;17;9;1092;1247;12;11
"430597 COXILHA";941;216;712;13;555;372;14;26;901;14;495;1;2;384;16;43;1;1;36;903;916;-;-
"430600 CRISSIUMAL";5865;4164;1676;25;3686;2015;164;97;5496;272;2514;1;7;3163;14;166;319;24;191;5331;5803;1;2
"430607 CRISTAL DO SUL";940;747;192;1;290;508;142;13;823;104;202;-;-;688;3;47;21;15;49;855;899;-;-
"430610 CRUZ ALTA";13140;12659;408;73;12812;301;27;2180;10357;603;7547;103;19;2930;103;2438;643;129;597;11771;13029;-;-
"430613 CRUZALTENSE";575;383;192;-;222;328;25;2;550;23;26;257;14;277;1;-;4;-;390;181;575;-;-
"430620 CRUZEIRO DO SUL";2843;2070;756;17;2579;249;15;109;2666;68;1911;4;1;586;55;286;223;67;178;2375;2824;-;-
"430630 DAVID CANABARRO";1412;745;664;3;684;578;150;78;1191;143;709;6;1;691;3;2;30;4;608;770;1399;-;-
"430632 DERRUBADAS";1052;719;329;4;330;689;33;10;930;112;196;9;6;764;14;63;85;32;593;342;1006;-;-
"430635 DEZESSEIS DE NOVEMBRO";984;957;27;-;280;662;42;18;926;40;283;14;5;632;4;46;-;1;571;412;927;-;-
"430637 DILERMANDO DE AGUIAR";1108;63;1034;11;365;688;55;6;889;213;535;40;30;495;3;5;4;-;60;1044;1085;-;-
"430640 DOIS IRMAOS";3639;3617;16;6;3635;3;1;1422;2206;11;2508;138;22;823;6;142;416;37;211;2975;3607;-;-
"430642 DOIS IRMAOS DAS MISSOES";704;530;173;1;345;320;39;1;681;22;244;-;-;455;5;-;7;6;-;691;679;-;-
"430645 DOIS LAJEADOS";1138;919;187;32;904;175;59;-;1090;48;675;-;-;461;2;-;73;22;24;1019;1131;-;-
"430650 DOM FELICIANO";4019;1115;2841;63;1277;2037;705;245;2086;1688;3571;6;5;385;35;17;132;65;122;3700;3733;-;-
"430655 DOM PEDRO DE ALCANTARA";887;295;589;3;824;49;14;53;757;77;602;5;-;277;1;2;7;-;243;637;876;-;-
"430660 DOM PEDRITO";3696;3676;10;10;3681;11;4;2759;870;67;3604;3;1;62;5;21;245;31;162;3258;3691;-;-
"430670 DONA FRANCISCA";1105;665;428;12;774;259;72;596;372;137;707;2;3;326;56;11;26;2;52;1025;1087;-;-
"430673 DOUTOR MAURICIO CARDOSO";1825;1508;310;7;1002;742;81;6;1757;62;635;1;1;1175;9;4;57;22;72;1674;1792;-;-
"430675 DOUTOR RICARDO";658;468;187;3;266;360;32;14;545;99;278;-;1;366;1;12;1;5;431;221;644;-;-
"430676 ELDORADO DO SUL";1935;1930;1;4;1931;3;1;1911;12;12;1325;4;3;508;15;80;216;49;10;1660;1926;-;-
"430680 ENCANTADO";3371;2869;279;223;3114;252;5;1196;2143;32;334;1651;178;581;16;611;1155;55;67;2094;3360;-;-
"430690 ENCRUZILHADA DO SUL";8635;5774;2770;91;5869;2396;370;4811;2788;1036;7020;77;31;1186;157;164;341;245;323;7726;7643;-;-
