 Sistema de Informação de Atenção Básica - Situação de Saneamento - Brasil
Nº FamíliasAb água-rede públAb água-poço/nasc.Ab água-outrosLixo-coletadoLixo-queim/enterrLixo-céu abertoFez.Urina-esgotoFez.Urina-fossaFez.Urina-céu abTip.Casa TijoloTip.Casa TaipaRevTip.Casa TaipaÑRevTip.Casa MadeiraTip.Casa Mat.AprovTip.Casa OutrosTrat.Água FiltradaTrat.Água FervidaTrat.Água CloradaTrat.Água s/Trat.Energia ElétricaFam.Benef. do PBFFam. com CADÚnico por Município
Período:Dez/2014
"Município";"Nº_Famílias";"Ab_água-rede_públ";"Ab_água-poço/nasc.";"Ab_água-outros";"Lixo-coletado";"Lixo-queim/enterr";"Lixo-céu_aberto";"Fez.Urina-esgoto";"Fez.Urina-fossa";"Fez.Urina-céu_ab";"Tip.Casa_Tijolo";"Tip.Casa_TaipaRev";"Tip.Casa_TaipaÑRev";"Tip.Casa_Madeira";"Tip.Casa_Mat.Aprov";"Tip.Casa_Outros";"Trat.Água_Filtrada";"Trat.Água_Fervida";"Trat.Água_Clorada";"Trat.Água_s/Trat.";"Energia_Elétrica";"Fam.Benef._do_PBF";"Fam._com_CADÚnico"
"220207 CAJAZEIRAS DO PIAUI";948;435;476;37;298;43;607;4;375;569;836;16;92;3;-;1;58;2;184;704;702;4;9
"220208 CAJUEIRO DA PRAIA";2102;184;1851;67;916;771;415;22;1478;602;1221;635;239;5;1;1;1089;7;419;587;1915;549;281
"220209 CALDEIRAO GRANDE DO PIAUI";1703;-;66;1637;658;374;671;-;886;817;1624;38;41;-;-;-;760;-;179;764;1408;510;305
"220210 CAMPINAS DO PIAUI";1676;833;627;216;655;45;976;28;775;873;1581;40;22;-;-;33;475;2;543;656;1349;185;183
"220211 CAMPO ALEGRE DO FIDALGO";1415;365;857;193;378;302;735;1;547;867;1411;2;-;-;1;1;275;4;72;1064;861;683;812
"220213 CAMPO GRANDE DO PIAUI";1786;13;1763;10;705;654;427;1;1030;755;1784;2;-;-;-;-;579;8;141;1058;1738;707;815
"220217 CAMPO LARGO DO PIAUI";1467;365;1081;21;254;123;1090;1;686;780;952;162;347;1;-;5;816;3;39;609;998;12;17
"220220 CAMPO MAIOR";13073;9932;2799;342;9194;2291;1588;604;10187;2282;12195;436;401;1;27;13;8529;40;951;3553;12519;1771;174
"220225 CANAVIEIRA";1181;819;255;107;124;601;456;45;639;497;1142;13;17;-;2;7;337;9;130;705;901;5;5
"220230 CANTO DO BURITI";6031;3323;2122;586;3031;1218;1782;60;4012;1959;5982;30;14;-;4;1;2194;15;284;3538;5138;33;2
"220240 CAPITAO DE CAMPOS";3024;1945;920;159;538;1780;706;8;1627;1389;2335;366;300;21;1;1;2107;8;201;708;2526;209;179
"220245 CAPITAO GERVASIO OLIVEIRA";1159;154;661;344;222;318;619;10;374;775;1138;10;10;-;-;1;192;20;642;305;359;148;162
"220253 CARAUBAS DO PIAUI";1695;661;993;41;381;847;467;13;514;1168;1595;61;32;1;4;2;531;7;883;274;1581;658;654
"220255 CARIDADE DO PIAUI";1264;616;256;392;494;295;475;2;766;496;1226;25;12;-;1;-;198;9;527;530;1004;352;480
"220260 CASTELO DO PIAUI";5226;3071;1876;279;3043;944;1239;13;3511;1702;4452;314;401;2;2;55;2263;13;276;2674;4972;1207;1043
"220265 CAXINGO";1497;385;1001;111;278;577;642;8;393;1096;1163;162;167;4;-;1;397;3;226;871;1418;459;490
"220270 COCAL";4764;1660;2782;322;2457;1243;1064;14;3163;1587;4641;50;58;4;8;3;1844;108;716;2096;3997;1577;1820
"220271 COCAL DE TELHA";1338;870;453;15;661;358;319;9;857;472;1140;98;95;3;1;1;477;5;55;801;1137;229;11
"220273 COIVARAS";1047;526;486;35;200;416;431;2;672;373;780;75;180;1;5;6;694;1;126;226;974;260;257
"220275 COLONIA DO GURGUEIA";1832;1736;95;1;798;641;393;3;1696;133;1816;2;14;-;-;-;785;1;333;713;1795;419;91
"220277 COLONIA DO PIAUI";2094;1447;511;136;651;287;1156;47;1062;985;1834;159;98;2;-;1;438;21;320;1315;1943;367;365
"220280 CONCEICAO DO CANINDE";1402;753;598;51;584;404;414;16;928;458;1394;6;2;-;-;-;668;2;188;544;1090;-;62
"220285 CORONEL JOSE DIAS";1377;299;490;588;380;436;561;18;568;791;1338;18;18;1;-;2;634;7;56;680;592;175;239
"220290 CORRENTE";6873;3997;2215;661;3353;1506;2014;1097;3143;2633;5937;492;376;28;14;26;4529;33;320;1991;5235;129;30
"220300 CRISTALANDIA DO PIAUI";1568;737;665;166;609;81;878;4;846;718;1334;138;94;1;1;-;699;-;63;806;1004;744;894
"220310 CRISTINO CASTRO";2878;2425;386;67;1720;630;528;3;2329;546;2861;7;10;-;-;-;663;4;123;2088;2699;674;72
"220320 CURIMATA";3190;2080;850;260;1615;222;1353;7;2071;1112;3034;60;60;1;1;34;1356;14;450;1370;2274;799;851
"220323 CURRAIS";1314;446;750;118;282;342;690;28;480;806;1273;13;26;-;-;2;270;73;73;898;946;6;10
"220325 CURRALINHOS";1225;931;240;54;80;550;595;3;601;621;622;104;486;3;3;7;540;11;32;642;1145;-;-
"220327 CURRAL NOVO DO PIAUI";1257;373;248;636;424;203;630;3;500;754;1158;60;38;-;-;1;149;19;432;657;600;23;37
"220330 DEMERVAL LOBAO";3681;3004;614;63;2217;450;1014;27;2593;1061;2429;374;829;4;26;19;1544;13;97;2027;3491;-;-
"220335 DIRCEU ARCOVERDE";2065;941;432;692;895;275;895;37;988;1040;2029;7;18;1;1;9;961;32;456;616;1170;348;355
"220340 DOM EXPEDITO LOPES";1985;1643;310;32;1284;384;317;12;1614;359;1970;9;4;2;-;-;933;15;490;547;1943;179;203
"220342 DOMINGOS MOURAO";1127;456;624;47;426;338;363;1;641;485;1049;33;45;-;-;-;398;2;101;626;958;284;292
"220345 DOM INOCENCIO";2554;10;899;1645;229;1307;1018;3;517;2034;2392;59;71;2;1;29;295;8;1052;1199;319;1;-
"220360 ELISEU MARTINS";1399;1282;113;4;977;203;219;6;1224;169;1384;5;10;-;-;-;652;4;26;717;1369;212;252
"220370 ESPERANTINA";10941;6871;3530;540;6331;1911;2699;-;7542;3399;9670;505;717;6;27;16;7697;25;554;2665;10574;1748;835
"220375 FARTURA DO PIAUI";1345;213;32;1100;125;193;1027;3;291;1051;1285;30;28;1;-;1;344;5;284;712;532;2;2
"220380 FLORES DO PIAUI";1227;735;336;156;604;237;386;17;765;445;1214;11;2;-;-;-;449;5;112;661;946;-;-
"220385 FLORESTA DO PIAUI";714;449;261;4;257;37;420;1;395;318;647;37;24;-;-;6;61;2;397;254;629;20;19
"220390 FLORIANO";16344;13562;1806;976;12863;1471;2010;2148;11198;2998;15290;568;458;3;15;10;12002;222;1792;2328;16118;458;441
"220400 FRANCINOPOLIS";1526;1319;159;48;883;173;470;3;1007;516;907;251;368;-;-;-;638;1;147;740;1475;472;635
"220410 FRANCISCO AYRES";1392;1215;154;23;669;490;233;7;896;489;1351;16;25;-;-;-;597;3;666;126;1340;515;548
"220415 FRANCISCO MACEDO";847;281;365;201;364;83;400;8;461;378;839;6;2;-;-;-;232;9;168;438;812;295;327
"220420 FRANCISCO SANTOS";2398;1334;915;149;1345;605;448;65;1738;595;2394;3;-;1;-;-;811;6;149;1432;2298;1154;852
"220430 FRONTEIRAS";3190;2120;370;700;1764;309;1117;744;1405;1041;2840;264;84;2;-;-;1289;9;1053;839;2940;102;61
"220435 GEMINIANO";1611;1444;137;30;722;812;77;74;1346;191;1586;16;7;1;1;-;744;18;25;824;1522;41;1
"220450 GUADALUPE";2472;2319;111;42;1690;213;569;1185;997;290;2399;40;22;-;4;7;1969;16;34;453;2407;303;409
"220455 GUARIBAS";18;17;1;-;-;3;15;-;16;2;18;-;-;-;-;-;2;1;15;-;18;11;15
"220460 HUGO NAPOLEAO";1198;1102;48;48;912;200;86;1;1057;140;1151;19;28;-;-;-;590;-;145;463;1113;175;186
"220465 ILHA GRANDE";2267;2064;102;101;1293;841;133;19;1841;407;1806;314;138;2;6;1;1255;7;634;371;2136;401;604
"220470 INHUMA";4210;3196;873;141;2238;712;1260;3;3016;1190;4138;48;21;-;1;2;2156;11;268;1775;3958;551;544
"220480 IPIRANGA DO PIAUI";845;739;37;69;157;520;168;2;732;111;842;2;1;-;-;-;297;4;1;543;829;399;399
"220490 ISAIAS COELHO";2165;1021;935;209;710;714;741;11;984;1170;2125;29;11;-;-;-;667;4;444;1050;2055;908;1015
"220500 ITAINOPOLIS";3351;1678;1480;193;419;625;2307;46;889;2416;3148;86;45;-;3;69;981;25;106;2239;2322;25;22
"220510 ITAUEIRA";2526;1285;999;242;1232;891;403;12;1686;828;2373;104;43;3;-;3;1079;20;250;1177;2138;894;898
"220515 JACOBINA DO PIAUI";1139;395;422;322;286;226;627;4;573;562;1119;8;7;-;-;5;260;6;549;324;837;17;3
"220520 JAICOS";4973;2168;2480;325;2755;843;1375;165;2574;2234;4699;149;115;3;-;7;2205;84;980;1704;3492;419;397
"220525 JARDIM DO MULATO";1103;1001;99;3;302;294;507;5;739;359;919;36;148;-;-;-;210;2;671;220;1000;1;1
"220527 JATOBA DO PIAUI";1820;855;892;73;258;677;885;18;1019;783;1712;54;51;3;-;-;860;14;28;918;1677;749;747
"220530 JERUMENHA";1211;628;306;277;154;582;475;83;563;565;1031;87;87;3;1;2;712;20;33;446;957;-;-
"220535 JOAO COSTA";875;615;177;83;224;92;559;-;632;243;867;5;2;1;-;-;175;1;570;129;816;450;697
"220540 JOAQUIM PIRES";3399;1629;1406;364;1108;526;1765;21;1342;2036;2703;317;375;1;2;1;1494;8;442;1455;2801;484;461
"220545 JOCA MARQUES";717;505;187;25;333;200;184;6;447;264;459;132;112;10;3;1;481;13;1;222;696;165;133
"220550 JOSE DE FREITAS";7606;4296;2741;569;1423;3744;2439;134;3776;3696;3562;1970;2021;8;8;37;3246;46;1069;3245;6601;1105;1115
"220552 JULIO BORGES";1358;722;555;81;388;341;629;4;776;578;1323;34;1;-;-;-;377;3;287;691;1167;3;15
"220553 JUREMA";1400;861;127;412;445;401;554;3;911;486;1382;11;7;-;-;-;103;2;1095;200;1306;452;460
"220554 LAGOINHA DO PIAUI";878;775;99;4;373;284;221;6;648;224;811;64;2;-;-;1;351;2;13;512;858;-;1
"220555 LAGOA ALEGRE";2204;849;1130;225;263;923;1018;14;873;1317;1064;590;547;3;-;-;1016;7;199;982;2030;126;127
"220556 LAGOA DO BARRO DO PIAUI";1316;309;536;471;310;536;470;13;524;779;1264;12;8;2;-;30;279;27;650;360;763;125;138
"220557 LAGOA DE SAO FRANCISCO";1752;747;807;198;268;701;783;10;1019;723;1559;119;74;-;-;-;364;2;86;1300;1734;2;5
"220558 LAGOA DO PIAUI";1181;732;388;61;509;386;286;12;812;357;757;135;287;2;-;-;469;27;376;309;1036;45;3
"220559 LAGOA DO SITIO";1529;1313;166;50;724;457;348;7;1124;398;1509;16;4;-;-;-;456;2;342;729;1458;650;652
"220560 LANDRI SALES";1565;1283;277;5;1002;301;262;22;1391;152;1550;7;5;-;-;3;1200;13;57;295;1513;109;110
"220570 LUIS CORREIA";7349;2730;3344;1275;1885;2673;2791;109;3944;3296;5242;1270;749;20;48;20;3371;94;1559;2325;6193;84;21
"220580 LUZILANDIA";6241;3741;2114;386;2739;901;2601;249;3034;2958;4047;919;1199;4;23;49;3551;49;942;1699;5120;444;525
"220585 MADEIRO";1982;1465;422;95;645;312;1025;17;1005;960;1415;297;268;-;-;2;1015;14;905;48;1932;509;591
"220590 MANOEL EMIDIO";1586;1278;280;28;411;685;490;21;1188;377;1558;10;13;-;1;4;917;11;206;452;1322;189;187
"220595 MARCOLANDIA";2406;14;1948;444;1929;166;311;7;2039;360;2401;3;2;-;-;-;1553;38;470;345;2394;517;243
"220600 MARCOS PARENTE";1276;1102;146;28;944;97;235;9;1174;93;1247;18;10;1;-;-;1013;10;8;245;1185;23;44
"220605 MASSAPE DO PIAUI";1795;55;1337;403;326;502;967;11;571;1213;1683;61;41;2;-;8;240;23;268;1264;1155;269;265
"220610 MATIAS OLIMPIO";2569;1498;924;147;720;347;1502;39;906;1624;1677;233;621;7;14;17;1402;28;185;954;2215;906;949
"220620 MIGUEL ALVES";8250;2520;3041;2689;952;2018;5280;120;2776;5354;2737;2911;2139;121;64;278;2347;506;1283;4114;5275;23;-
"220630 MIGUEL LEAO";285;163;109;13;12;73;200;8;111;166;199;40;38;-;1;7;82;-;2;201;214;-;-
"220635 MILTON BRANDAO";1791;918;857;16;513;298;980;2;1021;768;1668;71;52;-;-;-;707;2;2;1080;1468;628;973
"220640 MONSENHOR GIL";3115;2432;588;95;1367;1031;717;66;2266;783;1972;531;600;2;3;7;2078;12;84;941;2954;633;586
"220650 MONSENHOR HIPOLITO";2356;929;1385;42;1143;1006;207;2;1545;809;2347;4;1;-;3;1;947;6;86;1317;2089;737;764
"220660 MONTE ALEGRE DO PIAUI";946;905;18;23;723;65;158;18;759;169;919;13;14;-;-;-;439;6;448;53;885;-;-
"220665 MORRO CABECA NO TEMPO";1120;401;472;247;435;146;539;20;697;403;1093;20;6;-;1;-;30;6;669;415;630;356;350
"220667 MORRO DO CHAPEU DO PIAUI";1651;1294;337;20;699;489;463;6;892;753;1278;141;229;-;2;1;700;9;544;398;1570;843;1079
"220669 MURICI DOS PORTELAS";1920;527;1257;136;372;731;817;33;705;1182;1212;353;347;7;-;1;637;1;311;971;1467;66;68
"220670 NAZARE DO PIAUI";1985;1011;848;126;566;489;930;15;934;1036;1830;77;75;2;1;-;483;7;386;1109;1561;-;-
"220672 NAZARIA";2225;1092;1098;35;858;1199;168;89;1279;857;1123;336;761;-;-;5;899;46;858;422;2196;1039;1045
"220675 NOSSA SENHORA DE NAZARE";1326;764;493;69;277;916;133;5;951;370;1264;39;21;-;1;1;860;15;45;406;1203;721;647
"220680 NOSSA SENHORA DOS REMEDIOS";2341;1248;1063;30;503;450;1388;7;1053;1281;1055;519;764;-;1;2;841;2;514;984;2117;336;336
"220690 NOVO ORIENTE DO PIAUI";1959;1841;93;25;1078;444;437;3;1521;435;1826;41;92;-;-;-;381;1;5;1572;1877;766;55
"220695 NOVO SANTO ANTONIO";868;352;455;61;249;111;508;5;568;295;860;4;4;-;-;-;189;3;561;115;589;129;1
"220700 OEIRAS";10379;6988;3142;249;5291;1958;3130;1706;5443;3230;10238;55;35;1;1;49;3327;20;664;6368;9594;2446;2527
"220710 OLHO D'AGUA DO PIAUI";796;747;43;6;194;347;255;3;711;82;724;11;56;1;-;4;329;6;343;118;777;68;102
"220720 PADRE MARCOS";2112;1020;1050;42;989;881;242;42;1824;246;2085;18;6;1;2;-;1455;220;279;158;1946;-;-
"220730 PAES LANDIM";976;621;335;20;578;198;200;13;777;186;974;1;1;-;-;-;677;1;38;260;923;1;1
"220735 PAJEU DO PIAUI";838;603;226;9;537;175;126;3;722;113;836;2;-;-;-;-;495;4;12;327;789;160;169
"220740 PALMEIRA DO PIAUI";1108;767;307;34;219;268;621;24;645;439;1091;2;5;-;-;10;251;3;31;823;871;412;407
"220750 PALMEIRAIS";3858;2835;753;270;957;1610;1291;16;2529;1313;1948;784;1077;3;7;39;1926;25;666;1241;3416;145;4
"220755 PAQUETA";1199;907;209;83;264;539;396;-;751;448;1142;25;30;-;-;2;247;1;57;894;1091;743;798
"220760 PARNAGUA";1630;687;906;37;700;213;717;93;922;615;1526;19;24;1;-;60;517;4;263;846;1516;-;-
"220770 PARNAIBA";1;1;-;-;1;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;1;-;-
"220775 PASSAGEM FRANCA DO PIAUI";1134;753;270;111;451;299;384;23;724;387;819;79;221;6;5;4;400;4;122;608;937;339;357
"220777 PATOS DO PIAUI";1701;743;713;245;468;305;928;7;680;1014;1659;15;25;-;-;2;467;7;261;966;1046;176;180
"220779 PAU D'ARCO DO PIAUI";921;291;497;133;103;402;416;21;349;551;677;101;139;-;-;4;534;7;121;259;854;473;449
"220785 PAVUSSU";861;296;375;190;284;123;454;2;443;416;854;1;5;-;-;1;242;-;9;610;640;244;181
"220790 PEDRO II";10217;5515;2929;1773;5567;1924;2726;62;7003;3152;9151;632;367;-;18;49;5186;27;511;4493;9204;774;752
"220793 PEDRO LAURENTINO";772;581;162;29;299;259;214;1;670;101;770;1;-;-;-;1;399;7;126;240;759;401;423
"220795 NOVA SANTA RITA";1259;346;801;112;220;238;801;8;351;900;1247;3;3;-;-;6;471;6;27;755;886;427;432
"220800 PICOS";23301;21913;1140;248;20301;1627;1373;3235;17919;2147;22822;243;185;2;5;44;11196;37;1160;10908;23055;4281;4319
"220810 PIMENTEIRAS";3057;1922;1026;109;1262;1303;492;2;1927;1128;3035;8;12;-;-;2;1641;8;342;1066;2595;670;1048
"220820 PIO IX";5145;1740;828;2577;1858;2920;367;16;3224;1905;5050;54;38;-;-;3;1584;9;3391;161;4544;1657;1408
"220830 PIRACURUCA";7686;5591;1673;422;5258;1994;434;13;6531;1142;7555;60;69;-;2;-;6086;7;566;1027;7551;3656;3646
"220840 PIRIPIRI";17815;13854;3306;655;11929;4174;1712;248;14268;3299;14865;1531;787;13;5;614;11715;119;1117;4864;16127;752;710
"220850 PORTO";2390;1195;1174;21;816;325;1249;9;1254;1127;1125;529;732;1;3;-;921;9;610;850;2042;269;269
"220855 PORTO ALEGRE DO PIAUI";687;517;114;56;474;137;76;5;520;162;630;48;5;-;1;3;524;-;26;137;664;27;78
"220860 PRATA DO PIAUI";867;779;52;36;697;108;62;1;720;146;816;10;21;-;1;19;563;-;78;226;829;304;244
"220865 QUEIMADA NOVA";2263;3;333;1927;364;794;1105;9;716;1538;2250;2;4;-;-;7;279;58;1572;354;2138;149;152
"220870 REDENCAO DO GURGUEIA";1919;1561;234;124;652;322;945;46;1126;747;1842;55;20;-;-;2;573;2;244;1100;1709;221;48
"220880 REGENERACAO";5194;4210;695;289;3013;1327;854;2;3651;1541;4264;301;628;1;-;-;2353;4;886;1951;5098;960;919
"220887 RIBEIRA DO PIAUI";1083;732;340;11;225;153;705;14;586;483;1063;10;9;-;-;1;378;2;66;637;895;276;310
"220890 RIBEIRO GONCALVES";1672;1032;413;227;908;201;563;76;1025;571;1589;13;21;1;4;44;1213;6;1;452;1153;35;3
"220900 RIO GRANDE DO PIAUI";1796;1156;290;350;309;389;1098;12;896;888;1721;38;34;2;-;1;609;15;338;834;1387;6;24
"220910 SANTA CRUZ DO PIAUI";1676;1036;631;9;1052;32;592;5;1235;436;1534;101;38;-;-;3;458;1;3;1214;1452;495;572
"220915 SANTA CRUZ DOS MILAGRES";1159;781;313;65;750;293;116;11;807;341;849;92;216;1;-;1;176;-;387;596;1058;474;168
"220920 SANTA FILOMENA";1362;976;351;35;436;379;547;67;746;549;1286;30;32;7;5;2;416;4;100;842;886;307;316
"220930 SANTA LUZ";1528;1364;130;34;691;236;601;12;1036;480;1514;10;1;-;-;3;109;1;637;781;1420;298;317
"220935 SANTANA DO PIAUI";1294;1291;3;-;599;648;47;-;1021;273;1286;8;-;-;-;-;551;-;1;742;1291;392;552
"220937 SANTA ROSA DO PIAUI";1609;1259;295;55;1049;141;419;-;1096;513;1592;6;11;-;-;-;440;1;26;1142;1372;143;173
"220940 SANTO ANTONIO DE LISBOA";1721;1224;406;91;931;163;627;21;1309;391;1708;6;-;-;7;-;640;9;52;1020;1522;-;-
"220945 SANTO ANTONIO DOS MILAGRES";512;94;400;18;28;181;303;1;318;193;452;17;43;-;-;-;101;3;117;291;472;1;-
"220950 SANTO INACIO DO PIAUI";1195;945;241;9;760;138;297;5;895;295;1154;31;8;1;1;-;394;5;361;435;1016;-;-
"220955 SAO BRAZ DO PIAUI";1266;54;141;1071;510;315;441;25;430;811;1266;-;-;-;-;-;864;7;115;280;1265;598;591
"220960 SAO FELIX DO PIAUI";893;788;72;33;692;83;118;9;775;109;867;9;17;-;-;-;689;-;35;169;833;309;314
"220965 SAO FRANCISCO DE ASSIS DO PIAUI";1786;646;84;1056;682;824;280;14;862;910;1783;3;-;-;-;-;370;20;905;491;1582;954;992
"220970 SAO FRANCISCO DO PIAUI";1618;708;784;126;248;402;968;3;671;944;1494;59;64;-;-;1;288;2;240;1088;1118;441;576
"220980 SAO GONCALO DO PIAUI";1395;1328;59;8;962;168;265;10;1214;171;1358;12;25;-;-;-;683;6;87;619;1368;85;72
"220985 SAO JOAO DA CANABRAVA";1818;1468;328;22;632;294;892;14;1202;602;1807;7;4;-;-;-;126;3;135;1554;1592;420;402
"220987 SAO JOAO DA FRONTEIRA";134;1;124;9;4;121;9;1;25;108;130;-;-;-;-;4;4;1;123;6;24;2;2
"220990 SAO JOAO DA SERRA";1970;1691;168;111;1714;78;178;1189;519;262;1869;58;12;-;2;29;1721;17;62;170;1753;1050;956
"220995 SAO JOAO DA VARJOTA";1305;1166;79;60;466;170;669;19;977;309;1284;16;5;-;-;-;313;11;415;566;1260;485;930
"220997 SAO JOAO DO ARRAIAL";1961;1738;208;15;311;894;756;51;1023;887;1689;88;164;1;3;16;826;16;137;982;1717;278;101
"221000 SAO JOAO DO PIAUI";4670;4121;510;39;3522;700;448;143;4039;488;4657;4;3;5;-;1;3817;12;174;667;4327;845;423
"221005 SAO JOSE DO DIVINO";1722;938;647;137;838;439;445;4;1236;482;1642;33;43;-;3;1;1052;2;193;475;1498;648;596
"221020 SAO JOSE DO PIAUI";1923;1570;338;15;873;206;844;4;1315;604;1919;3;1;-;-;-;219;1;694;1009;1780;283;323
"221030 SAO JULIAO";1609;1173;34;402;1164;148;297;5;1181;423;1593;7;6;3;-;-;923;4;56;626;1567;177;15
"221037 SAO LUIS DO PIAUI";734;624;36;74;150;195;389;3;309;422;730;4;-;-;-;-;22;2;73;637;612;144;155
"221038 SAO MIGUEL DA BAIXA GRANDE";767;597;159;11;460;53;254;22;487;258;707;41;14;-;-;5;380;4;96;287;704;322;376
"221039 SAO MIGUEL DO FIDALGO";815;503;283;29;278;136;401;20;393;402;744;30;33;3;5;-;179;7;46;583;784;71;71
"221040 SAO MIGUEL DO TAPUIO";5471;3226;2093;152;2531;1670;1270;38;3313;2120;4946;231;286;-;1;7;1921;16;2769;765;4514;9;6
"221050 SAO PEDRO DO PIAUI";3661;2907;654;100;659;1801;1201;215;2465;981;3031;260;311;5;14;40;1695;10;210;1746;3102;22;21
"221060 SAO RAIMUNDO NONATO";8530;5120;917;2493;4629;1034;2867;30;5239;3261;8409;52;30;8;13;18;5450;42;399;2639;7378;32;5
"221062 SEBASTIAO BARROS";1596;390;1177;29;246;11;1339;5;256;1335;1502;79;8;2;4;1;337;-;5;1254;437;-;-
"221065 SIGEFREDO PACHECO";2595;1083;1282;230;231;1126;1238;90;1083;1422;2290;135;152;2;2;14;864;15;20;1696;1170;141;9
"221070 SIMOES";4147;2364;131;1652;2216;635;1296;1490;1027;1630;4073;58;12;1;-;3;1215;26;1779;1127;3684;1395;1739
"221080 SIMPLICIO MENDES";3477;2494;907;76;2254;430;793;66;2766;645;3405;51;17;2;-;2;2704;7;312;454;3289;1107;1144
"221090 SOCORRO DO PIAUI";1401;686;543;172;521;268;612;19;848;534;1370;14;11;-;1;5;799;113;218;271;1155;4;-
"221093 SUSSUAPARA";2069;2008;52;9;1086;759;224;6;1880;183;2064;4;-;1;-;-;491;1;332;1245;2058;678;583
"221095 TAMBORIL DO PIAUI";720;433;218;69;301;36;383;-;387;333;713;5;2;-;-;-;124;-;7;589;581;126;194
"221097 TANQUE DO PIAUI";768;744;16;8;565;77;126;2;642;124;737;10;21;-;-;-;289;6;291;182;764;393;463
"221100 TERESINA";159114;148661;9489;964;143938;9288;5888;23296;126529;9289;144568;4888;9414;42;57;145;138367;697;3181;16869;154643;5045;3407
"221110 UNIAO";11719;5312;5502;905;3617;4459;3643;23;6849;4847;6474;2022;3188;14;8;13;6945;20;843;3911;10904;2442;2296
"221120 URUCUI";5697;4391;1134;172;3904;947;846;77;4556;1064;5471;13;38;24;11;140;3969;29;105;1594;4896;251;163
"221130 VALENCA DO PIAUI";7213;6444;505;264;5506;838;869;17;6617;579;6906;211;87;-;6;3;3843;29;411;2930;7133;1428;1773
"221135 VARZEA BRANCA";1371;5;10;1356;7;133;1231;-;48;1323;1305;9;7;2;8;40;62;6;116;1187;1295;18;3
"221140 VARZEA GRANDE";1381;1302;67;12;710;118;553;4;1014;363;1167;62;149;-;-;3;396;1;3;981;1358;372;371
"221150 VERA MENDES";1055;849;182;24;306;269;480;3;557;495;1042;5;1;-;-;7;217;4;232;602;1043;417;429
"221160 VILA NOVA DO PIAUI";964;161;629;174;329;303;332;4;480;480;959;5;-;-;-;-;222;11;177;554;954;308;337
"221170 WALL FERRAZ";1246;1083;119;44;369;119;758;1;582;663;1183;30;32;-;1;-;94;-;202;950;1003;191;193
"230010 ABAIARA";2705;2133;377;195;1139;1402;164;15;2474;216;2484;202;17;-;-;2;622;9;716;1358;2674;738;636
"230015 ACARAPE";4079;3387;365;327;2974;658;447;918;2787;374;3647;299;129;3;1;-;1932;21;1685;441;4020;1112;1112
"230020 ACARAU";16543;8412;7231;900;8578;6857;1108;953;11969;3621;15021;911;547;8;5;51;4248;104;10003;2188;15796;6072;6057
"230030 ACOPIARA";17612;10435;2934;4243;8931;2883;5798;3116;9302;5194;16248;660;665;6;8;25;6219;120;9018;2255;16880;4259;4395
"230040 AIUABA";4630;2672;742;1216;2383;313;1934;186;2357;2087;4200;182;177;-;2;69;777;83;3132;638;3181;834;1899
"230050 ALCANTARAS";3114;1176;1869;69;1410;550;1154;596;1905;613;3054;32;24;1;3;-;1643;61;942;468;3088;708;714
"230060 ALTANEIRA";2558;2332;154;72;2077;292;189;268;2157;133;2498;40;18;2;-;-;1035;13;554;956;2547;240;154
"230070 ALTO SANTO";4310;2599;667;1044;2005;1206;1099;189;3258;863;3944;134;224;5;3;-;2835;13;1311;151;4017;660;426
"230075 AMONTADA";13555;4763;6305;2487;4517;6375;2663;518;10629;2408;11357;944;1220;10;3;21;2339;172;9097;1947;12491;1139;1131
"230080 ANTONINA DO NORTE";2273;1792;204;277;1507;178;588;555;1353;365;2179;33;61;-;-;-;1075;18;1097;83;2252;350;414
"230090 APUIARES";3841;3352;219;270;2111;1299;431;202;3357;282;3708;88;36;1;-;8;1482;45;1923;391;3680;348;52
"230100 AQUIRAZ";23954;5445;16772;1737;17244;5217;1493;2971;19423;1560;22563;708;611;18;11;43;11470;781;5753;5950;23024;2520;3667
"230110 ARACATI";17929;13455;3270;1204;12601;4643;685;474;15762;1693;15998;1891;6;2;2;30;10241;221;5067;2400;17490;224;136
"230125 ARARENDA";3768;2073;1539;156;1627;800;1341;35;2549;1184;3489;142;113;1;2;21;685;12;1334;1737;3514;691;692
"230130 ARARIPE";6254;3283;1229;1742;3827;1105;1322;204;3907;2143;5859;244;150;1;-;-;1429;70;3495;1260;6081;1672;2606
"230140 ARATUBA";3877;2098;1584;195;1188;985;1704;594;2707;576;3743;64;59;-;-;11;1126;31;2554;166;3848;133;145
"230150 ARNEIROZ";2151;1069;368;714;1044;342;765;204;1331;616;2076;53;20;-;1;1;240;3;1743;165;1990;385;399
"230160 ASSARE";6790;3913;2426;451;3586;1250;1954;33;5041;1716;6179;338;238;5;22;8;1902;57;4208;623;6254;1218;1194
"230170 AURORA";7775;3395;4165;215;3554;1684;2537;447;5732;1596;7298;342;130;4;1;-;4100;59;2462;1154;7442;669;395
"230180 BAIXIO";2089;1247;838;4;1156;637;296;1;1803;285;2079;5;4;-;1;-;621;6;1337;125;2067;621;704
"230185 BANABUIU";3114;971;665;1478;759;692;1663;112;1399;1603;2235;460;401;3;6;9;738;29;1476;871;2078;-;1091
"230190 BARBALHA";2917;1870;1020;27;1748;919;250;264;2479;174;2598;273;45;-;-;1;2027;13;100;777;2911;354;195
