 Sistema de Informação de Atenção Básica - Situação de Saneamento - Brasil
Nº FamíliasAb água-rede públAb água-poço/nasc.Ab água-outrosLixo-coletadoLixo-queim/enterrLixo-céu abertoFez.Urina-esgotoFez.Urina-fossaFez.Urina-céu abTip.Casa TijoloTip.Casa TaipaRevTip.Casa TaipaÑRevTip.Casa MadeiraTip.Casa Mat.AprovTip.Casa OutrosTrat.Água FiltradaTrat.Água FervidaTrat.Água CloradaTrat.Água s/Trat.Energia ElétricaFam.Benef. do PBFFam. com CADÚnico por Município
Período:Dez/2015
"Município";"Nº_Famílias";"Ab_água-rede_públ";"Ab_água-poço/nasc.";"Ab_água-outros";"Lixo-coletado";"Lixo-queim/enterr";"Lixo-céu_aberto";"Fez.Urina-esgoto";"Fez.Urina-fossa";"Fez.Urina-céu_ab";"Tip.Casa_Tijolo";"Tip.Casa_TaipaRev";"Tip.Casa_TaipaÑRev";"Tip.Casa_Madeira";"Tip.Casa_Mat.Aprov";"Tip.Casa_Outros";"Trat.Água_Filtrada";"Trat.Água_Fervida";"Trat.Água_Clorada";"Trat.Água_s/Trat.";"Energia_Elétrica";"Fam.Benef._do_PBF";"Fam._com_CADÚnico"
"354550 SANDOVALINA";1261;915;346;-;917;344;-;915;346;-;1114;2;-;144;1;-;5;1;130;1125;1256;1;2
"354610 SANTA CLARA D'OESTE";742;540;197;5;559;181;2;549;191;2;732;4;-;5;-;1;156;3;-;583;736;48;117
"354620 SANTA CRUZ DA CONCEICAO";1351;1116;234;1;1208;141;2;1050;296;5;1348;2;-;1;-;-;852;8;363;128;1338;2;8
"354630 SANTA CRUZ DAS PALMEIRAS";6576;6572;-;4;6576;-;-;6574;-;2;6573;2;-;-;-;1;3420;11;16;3129;6551;212;170
"354660 SANTA FE DO SUL";12782;12198;574;10;12442;338;2;12195;582;5;12747;10;-;15;1;9;2217;14;432;10119;12749;407;559
"354680 SANTA ISABEL";7734;5973;1714;-;7324;370;10;3726;3908;83;7697;9;6;18;4;-;2861;50;209;4614;7365;348;322
"354710 SANTA MERCEDES";1030;909;97;24;925;105;-;756;274;-;951;5;-;73;1;-;32;-;703;295;1025;93;268
"354720 SANTANA DA PONTE PENSA";583;457;126;-;466;117;-;456;127;-;580;-;-;2;1;-;128;1;451;3;581;21;30
"354730 SANTANA DE PARNAIBA";2788;846;1837;105;2672;110;6;275;2343;170;2626;17;6;110;21;8;997;43;499;1249;2759;134;611
"354740 SANTA RITA D'OESTE";1021;823;192;6;740;279;2;720;297;4;1011;5;-;2;-;3;101;3;659;258;1014;34;4
"354750 SANTA RITA DO PASSA QUATRO";779;779;-;-;779;-;-;779;-;-;779;-;-;-;-;-;649;1;120;9;776;15;17
"354760 SANTA ROSA DE VITERBO";1545;1545;-;-;1545;-;-;1545;-;-;1545;-;-;-;-;-;862;-;683;-;1545;133;813
"354765 SANTA SALETE";588;384;204;-;453;132;3;375;213;-;588;-;-;-;-;-;54;1;365;168;580;-;1
"354770 SANTO ANASTACIO";4860;4843;3;14;4856;4;-;4814;46;-;4323;4;3;511;5;14;1602;3;18;3237;4840;49;53
"354800 SANTO ANTONIO DE POSSE";1917;1624;288;5;1822;93;2;895;1007;15;1910;1;-;1;1;4;1506;7;68;336;1859;43;17
"354830 SANTO EXPEDITO";1163;1087;76;-;1076;84;3;941;217;5;1056;15;-;91;1;-;28;2;62;1071;1157;93;95
"354850 SANTOS";41817;41433;234;150;41294;101;422;37049;854;3914;36962;126;42;3788;386;513;27915;392;3732;9778;40652;1347;416
"354870 SAO BERNARDO DO CAMPO";186039;182848;2675;516;185549;284;206;159752;10843;15444;183380;763;68;1558;202;68;123322;749;7676;54292;183305;8375;10667
"354880 SAO CAETANO DO SUL";22924;22923;1;-;22924;-;-;22923;1;-;22922;2;-;-;-;-;18980;43;116;3785;22919;415;263
"354890 SAO CARLOS";12870;12329;536;5;12654;215;1;12014;851;5;12824;24;2;12;3;5;9249;57;1524;2040;12671;419;357
"354900 SAO FRANCISCO";1098;890;208;-;887;208;3;887;211;-;1096;1;-;-;-;1;44;-;3;1051;1098;70;72
"354910 SAO JOAO DA BOA VISTA";11780;11741;25;10;11767;5;2;11748;27;1;11756;14;-;2;-;5;8717;27;646;2386;11636;167;212
"354925 SAO JOAO DE IRACEMA";609;476;132;1;545;64;-;475;134;-;600;-;-;-;-;9;2;-;297;310;607;11;12
"354930 SAO JOAO DO PAU D'ALHO";819;692;127;-;679;139;1;678;140;1;697;6;1;114;1;-;71;-;26;722;803;4;11
"354990 SAO JOSE DOS CAMPOS";27419;24210;2925;284;27028;350;41;19956;5716;1747;27241;39;32;63;14;30;16066;295;3738;7320;27225;909;434
"354995 SAO LOURENCO DA SERRA";5153;2882;2243;28;4817;308;28;2398;2680;75;3659;48;18;49;28;1351;2341;157;900;1755;5087;3;5
"355000 SAO LUIS DO PARAITINGA";13;8;5;-;12;-;1;8;5;-;13;-;-;-;-;-;9;-;-;4;13;-;-
"355010 SAO MANUEL";5098;4651;445;2;4743;350;5;4638;456;4;5039;16;14;26;1;2;1195;11;44;3848;5064;283;89
"355030 SAO PAULO";1351142;1333227;12028;4656;1340470;2712;7903;1207726;58105;85137;1339098;954;161;6751;2172;2004;853949;6080;74318;416793;1341623;83467;69312
"355040 SAO PEDRO";4411;4353;29;29;4373;25;13;3583;808;20;4363;26;2;8;11;1;1015;5;44;3347;4371;21;40
"355050 SAO PEDRO DO TURVO";2300;1719;578;3;1760;533;7;1720;570;10;2074;6;-;218;1;1;882;7;263;1148;2278;51;53
"355060 SAO ROQUE";1854;730;1113;11;1741;113;-;470;1248;136;1839;4;1;9;-;1;501;53;791;509;1841;43;20
"355070 SAO SEBASTIAO";22552;15550;6476;526;22442;92;18;11930;10249;373;21564;70;53;666;120;79;13519;267;2859;5907;21895;587;8
"355080 SAO SEBASTIAO DA GRAMA";3423;2718;703;2;3319;100;4;2725;404;294;3419;2;1;-;-;1;2356;10;137;920;3400;79;234
"355100 SAO VICENTE";9838;9814;7;17;9800;11;27;9399;181;258;9349;6;4;455;14;10;7181;68;1593;996;9539;164;121
"355120 SARUTAIA";1124;999;122;3;1080;41;3;977;137;10;1120;2;1;1;-;-;146;1;873;104;1118;6;7
"355130 SEBASTIANOPOLIS DO SUL";1230;981;249;-;1020;207;3;979;251;-;1230;-;-;-;-;-;149;2;36;1043;1230;16;20
"355150 SERRANA";2066;2066;-;-;2066;-;-;2065;-;1;2065;1;-;-;-;-;862;12;15;1177;2049;166;76
"355170 SERTAOZINHO";1112;1112;-;-;1112;-;-;1112;-;-;1110;2;-;-;-;-;167;-;7;938;1110;49;7
"355180 SETE BARRAS";1889;757;1114;18;1549;312;28;533;1233;123;1749;33;9;65;10;23;134;10;693;1052;1813;303;351
"355190 SEVERINIA";4675;4487;188;-;4530;144;1;4477;197;1;4675;-;-;-;-;-;1052;2;825;2796;4670;118;46
"355210 SOCORRO";4249;3320;919;10;4153;92;4;3275;561;413;4224;20;1;4;-;-;2157;69;873;1150;4127;209;214
"355220 SOROCABA";14663;14316;237;110;14494;163;6;14227;423;13;14496;33;6;76;42;10;7235;90;501;6837;14477;2;-
"355240 SUMARE";6148;6118;28;2;6145;3;-;5997;97;54;6137;5;-;2;-;4;3637;44;658;1809;6090;25;24
"355250 SUZANO";23370;20621;2520;229;22935;359;76;15190;6113;2067;22697;110;20;437;60;46;10622;275;1530;10943;22914;2919;1352
"355260 TABAPUA";1400;1399;1;-;1400;-;-;1398;2;-;1396;4;-;-;-;-;313;5;1082;-;1396;61;56
"355270 TABATINGA";2424;2419;3;2;2422;2;-;2420;3;1;2410;6;-;1;4;3;899;3;95;1427;2408;154;12
"355280 TABOAO DA SERRA";27805;27411;48;346;27694;37;74;25330;1039;1436;27432;105;7;195;37;29;17212;227;527;9839;27418;151;525
"355290 TACIBA";1813;1546;265;2;1554;251;8;1545;255;13;1644;2;1;162;2;2;80;2;446;1285;1802;50;75
"355320 TAIUVA";998;845;152;1;851;147;-;847;151;-;997;-;-;-;-;1;54;-;15;929;944;6;3
"355330 TAMBAU";3752;3742;9;-;3740;11;-;3729;22;-;3743;5;1;-;1;1;2564;12;65;1110;3703;34;19
"355340 TANABI";6920;6748;169;3;6887;32;1;6636;281;3;6898;3;-;2;5;12;2336;17;863;3704;6911;249;25
"355350 TAPIRAI";2208;1543;655;10;2029;175;4;1535;660;13;2086;12;1;105;3;1;550;10;1128;520;2171;340;327
"355380 TAQUARITUBA";4085;3904;176;5;3924;155;6;3896;165;24;4050;2;1;27;4;1;1221;2;57;2805;4052;326;250
"355385 TAQUARIVAI";1702;1292;404;6;1504;194;4;830;863;9;1506;4;2;182;1;7;210;15;78;1399;1681;160;169
"355390 TARABAI";2321;2060;258;3;2063;258;-;2044;277;-;2212;16;2;91;-;-;102;2;9;2208;2304;179;123
"355395 TARUMA";4532;4185;331;16;4278;253;1;4179;342;11;4309;13;1;201;1;7;1078;26;2418;1010;4492;99;100
"355400 TATUI";7592;6592;982;18;7362;229;1;6539;1045;8;7087;455;30;16;1;3;3027;82;2707;1776;7476;178;145
"355430 TEODORO SAMPAIO";6593;5408;972;213;5439;1124;30;5186;1392;15;5844;6;10;690;27;16;622;13;298;5660;6477;209;200
"355440 TERRA ROXA";2645;2546;99;-;2565;80;-;2560;84;1;2644;1;-;-;-;-;1362;7;794;482;2591;3;-
"355450 TIETE";5471;5443;23;5;5463;7;1;5449;22;-;5455;11;-;2;-;3;2454;43;2948;26;5274;77;47
"355460 TIMBURI";914;656;253;5;731;174;9;653;253;8;907;1;1;4;1;-;-;-;2;912;908;145;112
"355480 TREMEMBE";8015;6775;1210;30;7279;688;48;5514;2404;97;7875;19;1;64;33;23;6186;129;308;1392;7812;148;130
"355490 TRES FRONTEIRAS";1173;1108;63;2;1111;59;3;1108;65;-;1172;-;-;1;-;-;299;1;10;863;1162;13;13
"355500 TUPA";9094;8967;114;12;8993;98;2;8955;133;5;8795;4;2;273;-;19;2020;18;41;7014;9078;255;477
"355510 TUPI PAULISTA";3297;2863;433;1;2902;390;5;2831;465;1;2778;-;-;519;-;-;1234;6;125;1932;3294;131;52
"355520 TURIUBA";703;583;118;2;608;93;2;585;116;2;702;1;-;-;-;-;120;1;2;580;703;4;3
"355540 UBATUBA";24890;17148;1542;6200;24696;179;15;5417;19194;279;24484;42;45;212;81;26;11631;243;2677;10339;24595;137;2
"355580 URANIA";3440;2971;466;3;2979;459;2;2970;466;4;3437;1;-;-;1;1;138;-;7;3295;3427;115;117
"355590 URU";492;379;113;-;460;32;-;379;113;-;491;-;-;1;-;-;94;2;260;136;487;39;38
"355610 VALENTIM GENTIL";3917;3914;3;-;3917;-;-;3912;5;-;3912;5;-;-;-;-;202;2;1446;2267;3917;85;25
"355645 VARGEM GRANDE PAULISTA";10999;10059;882;58;10921;52;26;3533;3919;3547;10854;25;-;90;21;9;4991;253;2338;3417;10925;66;19
"355660 VERA CRUZ";750;750;-;-;750;-;-;748;2;-;736;1;-;13;-;-;436;-;13;301;746;-;3
"355680 VIRADOURO";1122;1104;16;2;1120;1;1;1105;17;-;1116;6;-;-;-;-;475;35;612;-;1021;67;52
"355695 VITORIA BRASIL";642;541;98;3;549;93;-;535;106;1;641;-;-;-;-;1;49;-;497;96;638;1;4
"355700 VOTORANTIM";2029;1954;66;9;1958;68;3;1951;71;7;1970;2;5;16;7;29;1875;39;33;82;1954;23;34
"355710 VOTUPORANGA";21943;21861;61;21;21905;35;3;21827;115;1;21160;21;1;10;7;744;7159;39;596;14149;21769;471;375
"355730 ESTIVA GERBI";3286;2703;577;6;3023;258;5;2691;577;18;3240;22;1;1;2;20;2291;27;418;550;3219;154;120
"410010 ABATIA";2403;1824;574;5;1844;536;23;346;1812;245;1742;-;1;649;10;1;509;4;24;1866;2400;185;203
"410020 ADRIANOPOLIS";1762;872;869;21;1104;574;84;296;1154;312;945;27;26;732;29;3;234;17;487;1024;1631;28;22
"410030 AGUDOS DO SUL";2544;1532;954;58;1778;754;12;305;2178;61;950;-;1;1435;7;151;16;3;1393;1132;2534;131;18
"410045 ALTAMIRA DO PARANA";1370;819;549;2;784;535;51;13;1298;59;646;11;1;667;22;23;42;8;72;1248;1345;132;147
"410050 ALTONIA";6768;5435;1323;10;5370;1374;24;1257;5493;18;3560;2;4;3181;21;-;123;10;85;6550;6756;71;61
"410060 ALTO PARANA";3724;3722;2;-;3647;41;36;2362;1337;25;2833;5;3;837;34;12;9;-;3;3712;3713;368;433
"410080 ALVORADA DO SUL";3009;2639;347;23;2781;221;7;21;2969;19;2591;8;7;382;8;13;390;3;264;2352;2977;409;436
"410100 AMPERE";4298;4183;114;1;4277;21;-;1664;2631;3;1868;5;1;1177;1;1246;522;31;2;3743;4297;162;89
"410105 ANAHY";1086;857;227;2;843;233;10;2;1082;2;662;-;3;419;2;-;3;-;22;1061;1077;72;71
"410110 ANDIRA";6125;6069;47;9;6112;13;-;3185;2938;2;5706;18;-;382;15;4;931;17;1990;3187;6047;8;9
"410115 ANGULO";967;966;1;-;967;-;-;1;966;-;839;-;-;128;-;-;2;-;-;965;965;56;52
"410120 ANTONINA";2367;2346;18;3;2330;30;7;968;1177;222;1319;9;7;825;45;162;370;13;1117;867;2332;40;48
"410130 ANTONIO OLINTO";2782;872;1906;4;906;1840;36;23;2665;94;790;3;14;1863;38;74;10;32;817;1923;2596;46;13
"410140 APUCARANA";38294;36369;1836;89;36686;1534;74;12183;25996;115;32460;11;7;5164;99;553;8404;115;1168;28607;37866;1052;846
"410150 ARAPONGAS";34630;33364;1229;37;33634;979;17;18742;15851;37;31222;118;27;3133;72;58;17746;313;13519;3052;33623;436;1875
"410160 ARAPOTI";5956;4907;1045;4;5106;825;25;1797;4120;39;4712;37;10;1143;39;15;341;2;54;5559;5923;68;2
"410165 ARAPUA";1204;690;509;5;654;524;26;30;1158;16;432;1;-;740;12;19;22;2;745;435;1193;21;3
"410170 ARARUNA";3999;3394;556;49;3500;489;10;553;3426;20;2916;7;7;1008;51;10;211;11;877;2900;3865;140;198
"410185 ARIRANHA DO IVAI";839;323;516;-;323;494;22;3;826;10;199;2;1;630;6;1;76;4;267;492;823;104;174
"410190 ASSAI";4437;3485;931;21;3663;750;24;2939;1379;119;3181;7;7;1112;108;22;1102;25;162;3148;4374;406;412
"410200 ASSIS CHATEAUBRIAND";6630;6140;425;65;6148;472;10;1568;5041;21;3895;20;11;2217;39;448;430;19;573;5608;6429;82;58
"410210 ASTORGA";6105;5765;332;8;5833;266;6;3546;2552;7;4805;2;1;908;2;387;933;5;4914;253;6102;199;178
"410240 BANDEIRANTES";7089;7013;62;14;7014;72;3;6789;298;2;6592;11;3;474;2;7;2102;13;515;4459;6827;375;249
"410250 BARBOSA FERRAZ";4212;3450;757;5;3458;746;8;603;3560;49;2160;14;7;1948;44;39;165;2;147;3898;4157;172;72
"410260 BARRACAO";3092;2394;692;6;2325;752;15;46;3031;15;1805;2;19;1207;14;45;246;14;1094;1738;3059;421;1792
"410270 BARRA DO JACARE";851;617;233;1;630;221;-;5;840;6;650;6;-;194;1;-;20;2;463;366;847;4;6
"410275 BELA VISTA DA CAROBA";1206;718;488;-;522;676;8;-;1168;38;491;1;-;712;1;1;47;3;4;1152;1202;247;250
"410280 BELA VISTA DO PARAISO";3041;2834;201;6;2853;180;8;1082;1929;30;2247;4;2;743;31;14;350;12;164;2515;3035;9;2
"410290 BITURUNA";4404;2771;1628;5;2987;1388;29;9;3913;482;1837;8;10;2465;69;15;278;11;85;4030;4297;819;933
"410300 BOA ESPERANCA";2204;1965;238;1;1897;303;4;11;2193;-;1573;4;1;609;1;16;6;1;11;2186;2185;64;62
"410302 BOA ESPERANCA DO IGUACU";865;372;493;-;432;424;9;1;863;1;367;-;2;487;9;-;252;5;237;371;864;134;134
"410304 BOA VENTURA DE SAO ROQUE";1915;442;1447;26;476;1401;38;26;1791;98;682;12;53;1074;30;64;52;5;486;1372;1729;16;17
"410305 BOA VISTA DA APARECIDA";2791;1877;912;2;1890;901;-;14;2766;11;1358;6;2;1406;17;2;344;8;719;1720;2784;434;440
"410315 BOM JESUS DO SUL";1270;589;680;1;443;801;26;2;1211;57;221;10;2;1025;12;-;18;5;483;764;1232;66;63
"410320 BOM SUCESSO";2144;2100;44;-;2114;30;-;7;2136;1;1924;1;-;218;1;-;-;1;2102;41;2141;5;3
"410322 BOM SUCESSO DO SUL";1008;556;451;1;554;447;7;12;976;20;524;2;3;469;2;8;105;7;263;633;1000;21;21
"410337 BRASILANDIA DO SUL";1123;835;287;1;1011;112;-;-;1120;3;660;3;1;459;-;-;3;1;1;1118;1122;80;111
"410345 CAFELANDIA";4243;4236;4;3;4239;4;-;3231;1010;2;3685;1;-;556;-;1;36;3;71;4133;4221;14;56
"410347 CAFEZAL DO SUL";1462;1219;241;2;1195;259;8;3;1454;5;680;1;1;773;7;-;9;-;39;1414;1456;65;67
"410390 CAMPINA DA LAGOA";4762;4029;726;7;3949;799;14;29;4723;10;3314;2;12;1412;18;4;513;4;17;4228;4742;559;634
"410395 CAMPINA DO SIMAO";1262;456;806;-;514;741;7;1;1249;12;382;-;2;864;8;6;-;2;456;804;1207;286;125
"410405 CAMPO BONITO";1202;716;486;-;766;434;2;3;1190;9;594;2;1;605;-;-;96;11;2;1093;1191;180;128
"410420 CAMPO LARGO";17443;13783;3563;97;15137;2008;298;4675;11415;1353;10436;20;49;6133;181;624;1400;195;7616;8232;17071;254;258
"410425 CAMPO MAGRO";6015;5045;930;40;5511;490;14;772;4847;396;3013;13;19;2794;90;86;411;45;451;5108;5972;121;126
"410430 CAMPO MOURAO";18058;17560;491;7;17594;456;8;10497;7530;31;14069;34;19;3639;156;141;183;15;227;17633;17971;59;143
"410440 CANDIDO DE ABREU";8000;2773;5132;94;2057;5244;698;1059;6273;667;2652;36;304;4347;225;436;165;38;1993;5803;6822;1154;1429
"410442 CANDOI";2500;1207;1258;35;1459;1012;29;404;2040;56;1245;8;12;1141;17;77;137;28;1030;1305;2363;510;549
"410445 CANTAGALO";3757;2868;887;2;2814;902;41;640;3072;45;1743;9;18;1969;7;11;20;6;2869;862;3701;376;293
"410460 CAPITAO LEONIDAS MARQUES";1721;1706;10;5;1721;-;-;4;1712;5;1164;3;2;482;-;70;155;11;375;1180;1717;63;44
"410470 CARLOPOLIS";2807;2778;21;8;2801;6;-;2644;162;1;2695;7;6;94;3;2;780;11;950;1066;2773;28;23
"410490 CASTRO";16424;11673;4632;119;12287;3933;204;9309;6638;477;9961;56;84;5888;164;271;2158;285;860;13121;15994;1392;1617
"410510 CENTENARIO DO SUL";3016;2892;124;-;2956;37;23;13;2964;39;2439;8;4;420;38;107;6;8;489;2513;2996;73;58
"410520 CERRO AZUL";4552;1922;2492;138;1639;2434;479;98;3614;840;1522;40;13;2956;17;4;88;27;109;4328;4357;47;45
"410530 CEU AZUL";3676;2916;748;12;2877;796;3;1838;1836;2;2584;-;-;1030;2;60;296;16;91;3273;3665;176;174
"410540 CHOPINZINHO";6621;4668;1935;18;4631;1945;45;3178;3357;86;3864;10;6;2129;20;592;1346;47;538;4690;6570;602;487
"410550 CIANORTE";15846;15434;401;11;15527;314;5;8203;7625;18;13433;13;7;2161;36;196;2624;58;730;12434;15809;139;237
"410560 CIDADE GAUCHA";4152;3649;295;208;3852;282;18;2261;1866;25;3579;9;2;518;37;7;154;7;977;3014;4066;172;177
"410570 CLEVELANDIA";4014;3966;43;5;3982;25;7;1874;2090;50;1605;3;7;2091;64;244;214;24;49;3727;3982;416;390
"410600 CONGONHINHAS";2261;1426;824;11;1509;739;13;20;2220;21;1731;7;5;482;27;9;325;35;319;1582;2183;32;26
"410620 CONTENDA";4803;3231;1564;8;3526;1247;30;225;4320;258;2152;1;8;2523;33;86;102;104;337;4260;4745;389;422
"410630 CORBELIA";4887;4543;330;14;4658;228;1;2002;2875;10;3050;7;5;1718;51;56;100;5;234;4548;4815;223;173
"410640 CORNELIO PROCOPIO";9949;9747;201;1;9665;280;4;8990;957;2;8287;10;4;1623;6;19;5618;37;1697;2597;9860;1;-
"410645 CORONEL DOMINGOS SOARES";1249;595;654;-;731;508;10;5;1194;50;333;12;7;880;16;1;10;3;84;1152;1229;92;101
"410650 CORONEL VIVIDA";6560;4609;1920;31;4908;1572;80;1617;4861;82;2900;28;7;2657;67;901;681;69;288;5522;6423;485;4410
"410655 CORUMBATAI DO SUL";1199;642;552;5;646;541;12;433;749;17;435;2;2;743;11;6;28;4;235;932;1181;21;10
"410657 CRUZEIRO DO IGUACU";1458;1051;405;2;1071;385;2;-;1455;3;663;9;2;737;2;45;10;4;1045;399;1453;121;129
"410680 CRUZ MACHADO";3177;806;2327;44;1059;2080;38;182;2879;116;922;6;8;2169;38;34;34;41;522;2580;3071;302;333
"410685 CRUZMALTINA";1105;605;498;2;629;436;40;6;1088;11;504;-;1;591;7;2;15;1;594;495;1089;147;237
"410690 CURITIBA";403483;383584;825;2410;385227;1087;648;351928;26990;7260;336298;616;168;43664;1227;4190;88425;2713;78548;216002;389247;18862;47781
"410700 CURIUVA";4416;3487;929;-;3421;928;67;6;4362;48;2802;7;9;1588;9;1;308;28;16;4064;4346;341;410
"410710 DIAMANTE DO NORTE";1941;1683;256;2;1713;228;-;20;1910;11;1470;5;4;423;10;29;179;2;13;1747;1927;168;162
"410712 DIAMANTE DO SUL";1011;492;518;1;405;598;8;-;995;16;222;-;-;780;9;-;37;1;532;441;977;13;6
"410720 DOIS VIZINHOS";9956;8284;1665;7;8473;1441;42;3773;6092;91;6037;21;7;3252;54;585;1645;47;5033;3231;9887;84;80
"410725 DOURADINA";2783;2522;257;4;2497;281;5;5;2758;20;1670;7;5;1097;3;1;26;3;3;2751;2778;26;22
"410740 ENEAS MARQUES";2109;750;1299;60;733;1350;26;9;2034;66;681;1;2;678;34;713;60;26;805;1218;2103;57;17
"410750 ENGENHEIRO BELTRAO";4682;4347;332;3;4424;254;4;593;4075;14;3831;4;2;841;4;-;39;4;48;4591;4666;44;39
"410752 ESPERANCA NOVA";695;504;190;1;497;196;2;1;694;-;274;-;1;420;-;-;17;3;-;675;686;7;5
"410754 ESPIGAO ALTO DO IGUACU";1380;565;812;3;677;696;7;14;1315;51;423;2;1;878;8;68;40;6;375;959;1341;269;287
"410755 FAROL";1135;783;311;41;844;289;2;525;604;6;613;1;5;488;28;-;7;3;37;1088;1122;35;32
"410760 FAXINAL";4552;3718;834;-;3729;792;31;45;4429;78;2878;17;5;1589;61;2;48;5;3665;834;4506;-;-
"410765 FAZENDA RIO GRANDE";16495;15685;596;213;16323;156;15;9115;7117;262;12236;26;23;3447;203;559;2904;94;3183;10313;16043;74;58
"410770 FENIX";1705;1390;307;8;1511;194;-;2;1699;4;1164;3;1;530;6;1;117;-;26;1562;1690;141;466
"410773 FERNANDES PINHEIRO";1834;1000;820;14;855;930;49;13;1707;114;557;6;3;1214;9;45;19;13;254;1548;1662;45;33
"410775 FIGUEIRA";2738;2503;233;2;2499;197;42;319;2152;267;1711;22;7;960;19;19;73;7;1869;789;2692;41;34
"410780 FLORAI";1548;1545;3;-;1548;-;-;272;1274;2;1253;6;1;280;8;-;6;-;8;1534;1540;7;11
"410785 FLOR DA SERRA DO SUL";1765;909;852;4;924;784;57;4;1728;33;823;-;-;923;5;14;15;3;824;923;1755;185;177
"410800 FLORESTOPOLIS";3432;3424;8;-;3428;2;2;17;3409;6;2990;4;4;406;16;12;14;3;3402;13;3422;10;8
"410820 FORMOSA DO OESTE";2581;1703;873;5;1744;796;41;28;2532;21;1412;2;4;1135;21;7;103;8;610;1860;2536;58;60
"410830 FOZ DO IGUACU";49526;44362;449;4715;49242;187;97;22194;26554;778;43847;142;42;5090;35;370;7109;374;3058;38985;48998;1055;1086
"410840 FRANCISCO BELTRAO";18036;15467;2147;422;17253;751;32;7725;10095;216;10425;23;21;5786;119;1662;2071;229;1522;14214;17283;1051;860
"410850 GENERAL CARNEIRO";3156;2640;514;2;2782;355;19;1394;1561;201;766;4;2;1983;8;393;16;33;3;3104;3149;566;566
"410860 GOIOERE";8030;7861;161;8;7826;192;12;3306;4595;129;6233;2;1;1771;16;7;1553;9;32;6436;7988;204;206
"410865 GOIOXIM";2009;580;1427;2;709;1299;1;4;1999;6;422;19;20;1079;29;440;9;5;583;1412;1987;54;37
"410870 GRANDES RIOS";2178;1538;623;17;1598;556;24;25;2124;29;1172;22;16;927;24;17;216;71;1201;690;2117;119;123
"410890 GUAIRACA";2105;1820;277;8;1823;281;1;17;2074;14;1621;14;4;459;5;2;19;-;994;1092;2054;26;24
"410895 GUAMIRANGA";2575;1147;1422;6;998;1563;14;1;2558;16;1482;-;-;1052;4;37;37;3;193;2342;2570;278;180
"410900 GUAPIRAMA";1357;1068;285;4;1100;253;4;5;1349;3;1058;-;1;295;1;2;18;4;1066;269;1354;14;6
"410910 GUAPOREMA";688;494;194;-;507;180;1;6;682;-;460;1;1;224;2;-;1;-;2;685;664;2;3
"410930 GUARANIACU";4798;2810;1987;1;2753;2028;17;1526;3130;142;2035;8;10;2710;24;11;50;25;13;4710;4774;304;335
"410940 GUARAPUAVA";25538;24302;720;516;24332;707;499;15383;9701;454;14650;14;8;6515;177;190;1829;23;908;22778;25463;-;-
"410950 GUARAQUECABA";1941;1287;635;19;558;1200;183;128;1570;243;443;7;11;1448;11;21;43;16;104;1778;1723;-;-
"410960 GUARATUBA";6138;5948;141;49;6089;35;14;1715;3948;475;4129;21;7;1510;41;430;860;191;367;4720;6045;48;22
"410965 HONORIO SERPA";1644;662;980;2;698;916;30;24;1533;87;288;34;25;927;60;310;106;9;75;1454;1610;114;111
"410970 IBAITI";7175;6461;709;5;6587;567;21;400;6675;100;5258;20;17;1770;42;68;167;9;487;6512;7156;95;192
"410990 ICARAIMA";2967;2300;663;4;2273;682;12;1;2953;13;1748;11;1;1166;35;6;66;9;3;2889;2927;65;19
"411000 IGUARACU";1237;1144;93;-;1169;67;1;5;1231;1;1073;-;-;162;1;1;49;-;-;1188;1227;48;53
"411007 IMBAU";1174;1170;3;1;1165;9;-;22;1149;3;718;2;1;422;10;21;6;-;83;1085;1168;139;304
"411010 IMBITUVA";4407;3169;1224;14;2509;1862;36;1569;2736;102;2238;7;6;1894;84;178;149;56;104;4098;4321;326;349
"411020 INACIO MARTINS";2050;918;1121;11;716;1211;123;28;1803;219;240;2;8;1579;94;127;5;4;152;1889;1720;138;132
"411030 INAJA";923;867;56;-;878;45;-;8;914;1;840;-;1;82;-;-;105;-;-;818;921;117;625
"411040 INDIANOPOLIS";1586;1323;263;-;1300;286;-;10;1573;3;1201;3;1;379;2;-;11;-;24;1551;1577;31;153
"411050 IPIRANGA";4132;1613;2480;39;1648;2364;120;1193;2854;85;1811;3;-;1791;51;476;269;58;123;3682;3961;269;256
"411065 IRACEMA DO OESTE";813;673;140;-;668;145;-;10;802;1;469;-;3;341;-;-;-;-;4;809;806;57;54
"411080 IRETAMA";2037;1847;181;9;1860;167;10;26;1993;18;890;22;7;1070;43;5;68;2;778;1189;2014;12;16
"411090 ITAGUAJE";1618;1376;226;16;1385;228;5;5;1610;3;1418;1;1;190;8;-;35;4;441;1138;1583;-;3
"411095 ITAIPULANDIA";3296;3016;276;4;3265;30;1;1391;1902;3;389;-;3;284;12;2608;581;15;1144;1556;3282;74;43
"411100 ITAMBARACA";1942;1712;230;-;1694;235;13;24;1902;16;1696;5;1;227;8;5;300;4;236;1402;1913;50;4
"411120 ITAPEJARA D'OESTE";2215;1597;617;1;1687;521;7;61;2149;5;1262;11;9;894;5;34;99;7;173;1936;2196;62;54
"411130 ITAUNA DO SUL";1237;1050;187;-;1097;140;-;-;1237;-;932;1;-;304;-;-;57;61;1044;75;1235;159;186
"411140 IVAI";1296;659;626;11;407;859;30;20;1159;117;412;2;7;764;22;89;159;14;354;769;1262;106;34
